id;country;i1;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;age;sex;mot;anx;val;sec;ple;ae;i1_2;i2_2;i3_2;i4_2;i5_2;i6_2;i7_2;i8_2;i9_2;i10_2;i11_2;i12_2;i13_2;i14_2;i15_2;i16_2;i17_2;i18_2;i19_2;i20_2;i21_2;i22_2;i23_2;i24_2;i25_2;mot_2;anx_2;val_2;sec_2;ple_2;ae_2
250;Canada;4;5;2;1;2;4;5;2;2;2;2;4;2;2;4;3;5;1;1;1;3;5;5;1;2;20;F;13;24;14;12;7;56;3;3;3;3;3;1;5;1;2;3;3;3;3;3;5;1;5;1;1;4;3;3;3;3;3;15;19;14;11;12;63
275;Canada;4;4;4;2;1;5;4;1;2;1;5;3;4;2;3;4;2;3;3;4;5;2;1;1;5;19;M;14;15;23;13;10;77;3;4;2;2;2;4;4;3;2;2;4;4;3;2;5;3;3;3;1;4;2;3;2;2;4;16;18;17;13;9;65
210;Canada;3;4;2;2;3;3;4;3;2;4;2;4;1;2;4;4;4;3;2;4;3;4;4;4;3;22;F;18;20;15;13;12;62;2;4;3;2;2;2;4;3;2;4;4;4;3;3;4;4;4;3;2;4;3;4;4;2;2;16;20;15;16;11;66
266;Canada;2;3;2;2;4;4;4;4;2;5;3;5;4;2;5;5;4;4;1;4;2;4;4;1;3;19;F;22;20;15;18;8;59;4;3;4;2;3;4;4;4;1;2;4;2;2;1;5;5;4;4;1;4;2;4;4;2;2;17;17;18;18;7;69
226;Canada;4;3;2;2;3;2;4;3;2;5;3;3;2;2;5;4;4;2;2;2;3;4;3;1;4;21;F;21;18;14;12;9;56;4;4;3;3;4;1;3;4;2;4;4;3;3;3;4;3;3;3;2;2;3;3;4;2;2;17;16;14;17;12;70
265;Canada;4;5;1;2;2;4;5;1;2;2;4;4;1;1;4;4;5;1;1;2;3;5;2;1;4;20;F;16;24;17;6;7;50;4;3;2;2;2;4;3;3;2;2;4;3;2;2;4;3;4;3;2;4;3;4;4;2;3;14;17;19;14;10;72
242;Canada;3;1;1;3;3;3;3;2;3;3;3;3;2;4;5;3;3;2;2;3;1;4;1;1;1;21;F;15;14;13;8;13;65;2;5;3;5;4;5;3;4;4;3;4;4;1;4;4;5;5;3;2;4;3;3;4;4;4;20;20;18;15;19;72
282;Canada;3;1;1;1;4;1;5;1;1;5;3;5;1;1;5;5;5;1;1;1;1;5;3;1;4;19;F;23;21;9;7;5;37;3;2;3;2;3;1;3;3;1;2;3;3;3;4;4;3;3;3;2;5;2;3;5;2;2;14;14;14;17;11;74
253;Canada;4;2;3;3;3;3;2;4;2;4;3;2;3;2;3;3;2;2;2;2;3;2;2;2;2;20;F;15;10;15;14;11;75;3;3;3;3;3;2;2;4;1;4;4;3;4;2;3;4;2;4;3;3;2;2;3;3;3;17;12;14;18;12;75
202;Canada;3;2;3;3;3;3;2;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;4;3;3;25;M;16;13;16;16;15;78;2;2;3;3;3;4;2;3;3;3;3;3;2;3;4;3;2;3;2;3;3;3;4;2;3;16;12;15;15;13;75
246;Canada;3;3;3;3;2;4;3;3;3;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;22;M;13;15;17;15;15;79;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;15;15;15;15;15;75
216;Canada;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;4;4;2;4;22;F;16;16;14;16;14;72;2;2;3;4;2;4;2;4;1;2;4;2;4;3;4;5;3;4;2;2;2;2;2;1;2;15;11;14;17;11;76
247;Canada;4;3;4;3;2;2;3;4;2;4;4;3;3;2;5;4;4;3;1;2;4;2;4;1;2;25;F;17;15;16;18;9;71;4;3;3;3;2;4;3;4;2;4;4;2;3;1;3;3;4;4;2;4;4;4;4;2;3;15;16;20;18;10;77
270;Canada;4;2;2;3;3;2;3;4;2;2;4;2;3;3;4;4;2;3;3;4;2;2;4;2;3;21;F;16;11;16;16;13;78;4;3;3;3;2;3;4;4;3;3;4;2;3;2;4;4;3;2;2;4;4;3;4;3;3;16;15;19;16;13;77
268;Canada;4;3;4;4;2;4;3;4;3;2;4;2;3;4;2;2;3;3;4;3;4;3;4;3;2;20;F;10;14;19;18;18;91;4;4;3;4;1;2;4;3;3;2;4;2;2;3;4;2;2;4;2;3;2;3;3;3;2;11;15;15;15;15;79
208;Canada;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;23;F;14;15;15;15;14;75;3;2;2;3;3;3;2;4;3;4;3;2;3;3;3;3;2;2;3;3;3;2;4;4;3;16;10;15;15;16;80
243;Canada;3;2;3;2;3;2;2;4;2;4;4;4;2;3;4;2;3;4;3;4;4;2;4;2;2;21;F;15;13;17;17;12;78;3;2;2;3;3;2;4;4;3;3;4;4;2;4;3;2;4;4;3;4;4;4;4;4;1;12;18;17;16;17;80
277;Canada;3;2;4;3;3;2;3;4;3;3;4;2;3;3;2;4;2;3;3;3;3;3;4;3;2;18;M;14;12;15;18;15;82;4;3;4;3;3;3;3;4;3;3;4;3;3;4;3;4;3;3;3;3;3;3;4;2;2;15;15;17;18;15;80
245;Canada;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;5;1;1;5;21;M;11;11;5;5;5;53;5;4;3;2;2;3;3;3;3;3;3;4;3;5;4;3;3;3;3;3;5;2;4;4;3;15;16;19;16;17;81
224;Canada;3;3;2;3;3;3;5;2;1;2;4;4;3;2;4;3;4;2;3;3;3;5;4;2;3;21;F;15;21;16;13;11;64;4;2;3;3;2;2;3;4;1;2;4;3;3;3;3;3;3;4;2;3;3;3;4;4;2;12;14;16;18;13;81
278;Canada;5;3;2;3;3;5;4;3;4;2;4;4;2;2;3;4;4;3;2;3;5;4;3;3;4;20;F;16;19;22;13;14;74;4;3;4;2;2;4;2;4;2;3;5;3;3;3;5;3;3;2;3;5;3;3;4;2;2;15;14;21;17;12;81
254;Canada;3;4;2;2;1;3;5;2;3;4;4;4;2;3;3;3;4;3;3;2;5;4;4;3;2;20;F;13;21;17;13;14;70;4;3;3;3;3;4;3;5;3;3;3;3;3;2;2;2;3;3;2;2;4;2;4;3;2;12;14;17;18;13;82
212;Canada;1;4;2;1;5;1;2;4;1;5;3;1;4;2;5;5;3;1;1;3;2;4;4;1;5;23;F;25;14;10;15;6;52;2;1;4;4;5;4;1;4;2;4;4;1;3;4;5;4;2;4;1;5;2;2;5;1;1;19;7;17;20;12;83
244;Canada;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;5;1;1;5;21;M;11;11;5;5;5;53;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;25;25;25;25;25;85
249;Canada;3;3;3;3;2;4;3;3;3;3;4;3;3;3;3;3;2;2;3;3;3;3;2;3;3;19;M;14;14;17;13;15;77;4;3;4;3;2;4;3;3;3;2;4;3;3;3;2;3;3;3;4;3;3;2;3;4;2;11;14;18;16;17;86
222;Canada;3;2;2;4;3;4;2;4;3;2;3;2;3;4;4;4;3;4;2;5;2;2;5;4;2;21;F;15;11;17;18;17;86;2;2;4;4;2;3;2;3;4;4;4;3;4;3;4;4;2;4;2;5;2;2;5;4;2;16;11;16;20;17;86
262;Canada;2;4;2;1;2;1;4;3;1;1;3;2;2;2;4;4;4;2;1;2;1;5;3;1;4;20;M;15;19;9;12;6;53;2;2;4;4;2;3;2;4;4;4;3;2;4;4;2;4;2;4;2;3;2;2;4;4;2;14;10;13;20;18;87
274;Canada;5;3;1;2;1;4;4;3;1;1;5;5;4;2;1;5;4;4;3;1;4;4;4;1;3;19;F;11;20;19;16;9;73;4;1;4;3;1;4;4;4;3;2;4;3;3;4;4;3;3;5;2;5;2;3;4;1;1;11;14;19;20;13;87
280;Canada;4;3;4;3;2;4;4;2;4;2;3;4;2;3;3;4;4;4;2;4;2;4;4;2;2;20;F;13;19;17;16;14;75;5;4;2;4;2;5;4;4;5;2;4;4;2;4;2;4;4;2;2;5;5;4;5;5;2;12;20;24;15;20;87
281;Canada;4;2;3;3;2;4;2;4;2;3;3;2;3;3;3;3;2;3;3;4;3;2;3;2;3;21;M;14;10;18;16;13;83;3;2;4;4;2;4;2;4;3;3;4;2;3;4;2;4;3;4;2;4;2;2;3;3;2;13;11;17;18;16;87
267;Canada;4;4;4;2;2;3;4;4;2;2;4;4;2;2;4;4;4;4;2;4;3;4;4;1;4;19;F;16;20;18;18;9;69;3;2;4;4;2;3;2;4;3;2;4;2;4;4;3;4;2;4;2;4;2;2;5;3;2;13;10;16;21;16;90
283;Canada;4;4;3;2;2;5;4;3;2;2;3;4;3;2;5;5;4;4;2;4;4;4;5;2;5;18;F;19;20;20;18;10;69;4;3;4;4;4;4;2;4;3;3;4;2;4;4;2;4;3;4;3;5;4;2;5;2;3;16;12;21;21;16;90
260;Canada;4;2;4;3;1;4;1;4;2;1;4;2;4;3;3;3;1;4;2;5;2;2;5;2;3;20;F;11;8;19;21;12;93;4;2;4;4;2;4;2;4;2;2;4;2;4;4;3;4;2;4;3;4;2;2;4;3;3;14;10;18;20;16;90
211;Canada;4;3;4;3;2;3;4;4;3;2;4;3;4;3;2;4;3;3;2;3;4;3;4;2;4;23;M;14;16;18;19;13;80;4;2;4;3;1;3;2;4;3;2;3;2;4;4;2;4;2;4;3;3;4;2;5;3;3;12;10;17;21;16;92
237;Canada;4;2;2;3;2;4;2;4;3;2;3;2;4;3;3;3;2;4;4;4;3;2;4;2;2;21;M;12;10;18;18;15;89;3;2;4;4;2;4;2;4;3;3;4;2;4;4;2;3;2;4;3;4;2;2;4;3;2;12;10;17;20;17;92
258;Canada;4;3;4;3;2;5;4;4;4;2;4;4;3;4;2;4;5;2;3;4;3;2;5;1;1;19;F;11;18;20;18;15;84;4;2;5;3;1;4;2;5;3;2;4;3;4;3;2;3;4;4;2;4;2;1;5;2;1;9;12;18;23;13;93
261;Canada;2;4;2;1;2;1;4;3;1;1;3;2;2;2;4;4;4;2;1;2;1;5;3;1;4;20;M;15;19;9;12;6;53;4;2;4;4;2;4;2;4;4;2;4;2;4;4;2;4;2;4;3;4;3;2;4;4;4;14;10;19;20;19;94
214;Canada;4;3;4;2;3;3;4;3;2;2;3;3;5;4;2;3;3;3;4;4;4;2;4;2;3;22;F;13;15;18;19;14;83;4;2;4;4;4;4;2;4;3;3;4;2;4;4;4;3;2;4;4;5;4;2;4;4;2;16;10;21;20;19;94
228;Canada;5;3;4;3;1;3;3;3;2;1;3;2;4;4;2;3;2;5;3;4;5;1;5;3;1;20;F;8;11;20;21;15;97;5;3;4;3;2;4;2;4;2;4;3;2;4;4;2;3;2;4;4;4;5;2;5;3;2;13;11;21;21;16;94
227;Canada;5;3;4;3;1;3;3;3;2;1;3;2;4;4;2;3;2;5;3;4;5;1;5;3;1;20;F;8;11;20;21;15;97;4;3;4;4;2;4;2;4;4;4;4;2;4;4;2;3;2;4;4;4;4;3;5;3;2;13;12;20;21;19;95
241;Canada;5;3;2;3;1;4;4;2;4;4;5;2;2;4;2;4;4;3;2;4;4;2;4;1;2;20;M;13;15;22;13;14;81;5;2;4;3;1;3;2;4;2;2;5;1;4;3;2;4;2;4;2;4;4;1;5;3;2;11;8;21;21;13;96
264;Canada;4;3;4;4;1;5;4;4;3;3;2;2;3;3;2;3;4;3;1;5;5;5;5;1;2;20;F;11;18;21;19;12;83;4;1;5;3;2;4;2;4;3;2;3;1;3;4;3;3;1;4;3;5;2;2;2;5;1;11;7;18;18;18;96
255;Canada;4;4;2;2;2;5;5;3;1;4;4;3;2;2;2;4;4;4;4;5;4;4;4;1;3;20;F;15;20;22;15;10;72;5;3;4;4;2;5;4;4;4;2;5;3;2;4;2;2;2;4;2;5;4;2;5;4;2;10;14;24;19;18;97
213;Canada;4;3;3;2;2;4;4;2;2;2;3;2;3;2;4;4;3;3;2;4;4;3;5;1;2;22;F;14;15;19;16;9;75;3;2;4;4;2;4;2;4;4;3;4;2;4;4;3;3;2;4;2;5;3;1;5;4;1;12;9;19;21;18;97
229;Canada;3;4;2;1;2;2;4;2;2;2;3;3;2;2;4;4;4;3;2;3;2;4;3;1;4;22;F;16;19;13;12;8;58;5;1;4;4;1;4;2;4;3;1;4;2;3;4;2;3;3;4;2;5;4;2;5;2;1;8;10;22;20;15;99
220;Canada;2;3;4;2;2;4;3;5;3;2;2;2;4;2;3;3;4;3;2;4;2;4;4;4;3;20;F;13;16;14;20;13;78;3;2;4;4;2;5;2;4;3;2;4;2;4;5;1;2;2;4;4;5;3;2;5;4;2;9;10;20;21;20;102
263;Canada;3;3;4;4;2;4;2;4;3;3;3;2;4;4;3;3;3;3;3;4;2;3;4;3;3;19;F;14;13;16;19;17;85;3;2;4;5;3;5;1;4;5;3;3;2;4;5;2;3;2;4;4;5;3;2;4;5;1;12;9;19;20;24;102
221;Canada;2;3;4;3;3;4;4;4;3;4;4;2;4;4;4;4;4;2;2;4;1;3;4;3;1;20;F;16;16;15;18;15;76;3;1;4;4;1;5;1;4;5;2;5;1;5;4;3;4;1;4;2;5;3;1;5;4;1;11;5;21;22;19;106
FJMG-1-pizza;Spain;5;4;3;2;3;3;4;2;2;2;4;4;2;2;3;3;3;2;2;1;3;3;5;2;3;19;0;14;18;16;14;10;68;1;5;1;1;5;1;5;1;1;5;1;5;1;1;5;5;5;1;5;1;1;5;1;1;5;25;25;5;5;9;29
FJMG-1-pizza;Spain;5;4;3;2;3;3;4;2;2;2;4;4;2;2;3;3;3;2;2;1;3;3;5;2;3;19;0;14;18;16;14;10;68;1;5;1;1;5;1;5;1;1;5;1;5;1;1;5;5;5;1;5;1;1;5;1;1;5;25;25;5;5;9;29
ASI-8-pizza;Spain;2;5;2;1;2;1;5;1;1;2;4;3;3;1;5;3;4;3;1;1;2;4;3;1;3;19;0;15;21;10;12;5;51;2;5;1;1;4;1;5;1;1;4;4;4;1;1;1;5;4;1;1;4;2;4;2;1;5;19;22;13;6;5;43
SCL-29-pizza;Spain;1;1;1;1;2;1;5;1;1;1;2;4;1;1;4;3;5;1;1;1;1;5;2;1;5;18;0;15;20;6;6;5;42;2;5;1;1;2;1;5;1;1;4;3;1;2;1;5;4;5;1;1;4;3;5;3;1;5;20;21;13;8;5;45
FSS- 19- Ternera;Spain;3;4;2;3;3;2;5;2;1;4;3;4;3;3;5;2;3;3;1;3;1;4;5;1;3;20;0;17;20;12;15;9;59;1;3;1;1;1;1;5;1;1;5;4;3;3;1;5;5;3;1;1;3;1;3;3;1;5;21;17;10;9;5;46
TMP-8-arrozalacubana;Spain;4;2;2;2;1;3;4;3;2;1;5;2;3;2;3;4;3;3;2;4;2;3;4;1;3;19;0;12;14;18;15;9;76;1;4;2;1;4;1;4;1;1;4;1;1;2;1;5;5;2;4;1;3;1;3;4;1;5;23;14;7;13;5;48
rj060315;Spain;3;2;4;2;3;3;2;4;1;4;4;2;4;3;3;4;2;4;2;3;2;2;5;2;3;18;0;17;10;15;21;10;79;2;4;2;1;1;2;4;2;1;2;3;4;3;2;2;5;4;1;1;1;1;4;3;1;4;14;20;9;11;6;52
IGG-3-SUSHI;Spain;4;4;2;1;3;2;3;2;1;3;4;1;3;2;4;5;1;4;1;1;1;3;5;1;5;24;1;20;12;12;16;6;62;3;5;2;1;1;2;4;2;1;3;4;4;2;1;5;4;3;2;1;2;3;4;5;1;3;16;20;14;13;5;56
PHC-23-macarrones;Spain;4;2;2;2;2;2;4;1;2;3;4;4;2;1;4;3;4;2;2;3;3;4;2;2;3;18;0;15;18;16;9;9;61;4;3;2;1;2;2;4;2;1;5;4;4;2;1;5;4;3;2;2;3;2;3;4;1;3;19;17;15;12;6;57
JMM-5-pasta;Spain;4;3;2;1;3;4;4;4;3;3;4;3;3;2;3;4;3;3;3;5;4;3;4;2;3;19;0;16;16;21;16;11;76;2;3;2;2;2;3;4;2;1;3;4;3;3;2;4;4;3;2;1;4;2;3;3;2;3;16;16;15;12;8;63
LSO-1-lechuga;Spain;2;2;3;1;2;3;2;4;2;3;4;2;4;2;5;5;3;4;3;3;2;2;3;2;3;19;1;18;11;14;18;10;73;2;2;4;1;3;2;4;3;1;3;4;2;4;2;4;5;2;2;1;2;1;3;4;1;3;18;13;11;17;6;63
RPD-29-espaguetis;Spain;3;4;1;1;3;2;5;1;2;3;2;5;1;1;5;5;5;2;1;1;2;5;5;1;3;20;0;19;24;10;10;6;43;3;3;1;1;1;3;4;1;1;3;3;2;2;2;3;3;3;2;2;2;3;2;3;2;3;13;14;14;9;8;64
SGM-19-croqueta;Spain;3;4;2;2;1;2;5;4;1;2;4;4;2;2;4;5;4;3;2;4;3;4;3;1;3;21;0;15;21;16;14;8;62;4;5;3;2;2;3;4;2;1;2;4;4;3;2;4;4;3;3;2;3;3;3;3;1;2;14;19;17;14;8;66
IRMP-3-hamburguesa;Spain;4;3;2;3;1;5;3;3;4;2;5;4;2;3;5;4;4;2;3;5;5;4;5;4;1;20;0;13;18;24;14;17;84;5;4;2;1;3;5;4;1;3;4;5;4;2;1;4;4;5;1;4;5;4;5;3;3;2;17;22;24;9;12;66
AP2011997PIZZA;Spain;3;4;1;2;1;3;5;1;1;1;4;4;1;2;2;3;4;4;2;4;4;4;2;2;1;22;0;8;21;18;9;9;67;3;3;5;3;1;2;5;2;1;3;5;3;2;2;4;3;5;2;1;5;4;4;2;1;3;14;20;19;13;8;66
JGI-28-fideua;Spain;4;2;3;3;2;3;3;4;2;4;2;3;3;1;4;4;3;3;2;2;3;3;4;2;3;18;1;17;14;14;17;10;70;2;2;3;2;2;3;4;4;1;3;3;3;2;2;1;5;3;4;2;3;2;2;3;1;4;15;14;13;16;8;68
JMN-21-pizza;Spain;2;3;1;2;2;2;4;1;1;3;5;3;2;2;3;2;4;2;1;2;4;4;3;2;3;19;0;13;18;15;9;8;61;4;2;2;1;1;2;4;1;1;3;5;2;3;2;3;3;4;3;1;4;3;4;4;1;3;13;16;18;13;6;68
JAB-2-costra;Spain;3;5;4;1;1;4;5;3;4;1;5;4;3;2;4;5;4;3;1;5;4;4;5;2;3;26;0;14;22;21;18;10;73;3;5;3;1;1;3;4;1;2;1;5;4;1;2;4;3;4;4;3;4;3;3;3;5;5;14;20;18;12;13;69
JVB-23-patatas;Spain;4;3;4;2;1;2;1;4;1;2;3;1;3;2;3;5;1;4;1;5;1;1;5;1;2;20;0;13;7;15;20;7;82;4;1;4;1;1;1;1;1;1;2;3;1;1;1;4;4;1;1;1;4;1;1;5;1;5;16;5;13;12;5;69
RERH-17-spagetty;Spain;4;2;3;3;1;3;1;4;2;1;4;2;4;4;3;3;2;3;2;4;3;2;5;2;3;19;0;11;9;18;19;13;90;4;4;2;3;1;2;4;3;1;1;3;2;2;2;1;4;4;2;1;5;3;4;4;2;3;10;18;17;13;9;71
AEA-10-Espaguetis;Spain;3;5;1;1;3;3;4;1;1;3;4;4;2;1;4;3;4;2;3;4;3;3;4;2;3;19;0;16;20;17;10;8;59;3;2;4;2;1;3;2;3;1;2;5;3;1;2;3;3;4;2;1;4;3;4;4;2;3;12;15;18;14;8;73
FRS-4-pizza;Spain;3;1;2;2;1;2;2;2;1;2;3;1;2;2;2;2;1;3;2;3;2;1;3;2;1;21;0;8;6;13;12;9;80;2;2;4;3;2;2;2;3;3;4;4;3;2;3;3;4;2;2;1;4;2;2;3;3;3;16;11;14;14;13;74
MPA-14-pizza;Spain;3;4;2;2;2;3;4;2;1;3;4;2;2;2;4;2;4;2;2;3;2;4;3;1;2;19;0;13;18;15;11;8;63;3;2;2;2;3;4;4;3;1;3;4;3;3;3;1;4;2;4;3;4;3;3;3;1;3;14;14;18;15;10;75
FNS-2-paella;Spain;3;3;2;2;2;3;4;2;2;3;3;3;2;2;2;3;2;2;2;3;2;3;3;3;2;0;1;12;15;14;11;11;69;4;3;3;2;2;4;5;3;3;3;5;3;3;2;4;3;4;2;3;4;3;2;4;3;2;14;17;20;15;13;77
JSS-26-habichuelas;Spain;5;3;3;3;1;4;3;4;3;2;5;3;3;3;2;2;2;3;4;3;3;2;4;3;3;19;0;10;13;20;17;16;90;3;4;3;3;4;4;3;3;3;3;4;3;3;3;3;3;2;3;2;4;3;2;4;3;3;16;14;18;16;14;78
AFC-20-97;Spain;3;2;2;3;3;3;4;3;2;4;4;3;3;3;4;4;3;3;2;4;2;3;4;2;3;21;0;18;15;16;15;12;70;3;1;3;2;2;2;2;3;2;2;3;2;3;3;2;3;2;3;2;3;2;2;3;2;2;11;9;13;15;11;79
AFC-20-97;Spain;3;2;2;3;3;3;4;3;2;4;4;3;3;3;4;4;3;3;2;4;2;3;4;2;3;21;0;18;15;16;15;12;70;3;1;3;2;2;2;2;3;2;2;3;2;3;3;2;3;2;3;2;3;2;2;3;2;2;11;9;13;15;11;79
JFMV-14- arroz a la cubana;Spain;5;2;2;2;1;3;2;5;3;1;1;1;5;2;3;3;2;2;2;3;4;1;5;2;3;19;1;11;8;16;19;11;87;5;3;4;2;3;3;5;2;3;1;5;2;3;3;3;4;2;4;2;4;3;2;5;2;4;15;14;20;18;12;81
JPM-21-tortilla;Spain;3;4;2;2;3;3;5;1;2;3;3;3;2;1;3;5;5;2;2;1;2;4;3;1;4;21;0;18;21;12;10;8;51;3;2;4;3;2;3;2;4;4;4;2;2;3;3;2;3;2;4;2;4;2;2;5;2;3;14;10;14;20;14;84
JJ-18-entrecot;Spain;4;3;3;2;2;4;4;4;2;3;4;3;3;3;3;4;3;3;3;4;4;4;5;4;3;20;1;15;17;20;18;14;80;4;2;3;3;3;4;2;4;2;1;4;2;3;3;3;4;3;4;2;4;3;3;5;3;3;14;12;19;19;13;85
MSS-14-tiramisu;Spain;4;3;3;2;1;3;3;3;1;1;4;3;3;2;3;3;3;3;3;3;3;3;4;2;3;20;0;11;15;17;16;10;77;5;3;3;2;3;4;2;3;2;1;4;2;3;3;3;3;3;3;3;4;4;3;4;4;3;13;13;21;16;14;85
IGM-21-migas;Spain;5;2;4;1;2;3;4;4;2;2;4;2;3;2;3;3;2;4;2;4;4;2;5;4;4;26;1;14;12;20;20;11;85;4;2;3;2;2;4;3;4;2;3;3;2;4;3;2;5;2;4;4;3;4;2;5;3;3;15;11;18;20;14;86
AFF-28-pasta;Spain;2;4;3;3;3;4;3;2;3;3;4;3;2;3;3;3;1;3;3;5;3;3;5;4;1;19;0;13;14;18;15;16;82;5;4;4;4;3;5;3;3;4;3;4;3;2;3;2;2;3;3;2;5;4;3;5;4;1;11;16;23;17;17;90
MGG-11-arroz;Spain;4;3;3;2;3;4;3;4;2;2;5;2;3;3;3;4;3;4;2;4;2;3;4;2;2;23;0;14;14;19;18;11;80;4;2;4;3;1;4;2;4;1;2;5;2;4;3;3;3;2;4;3;4;3;2;4;3;2;11;10;20;20;13;92
JPV-16-solomillo;Spain;5;3;3;1;2;3;2;3;1;3;3;3;3;1;4;4;4;3;2;5;2;2;4;3;5;22;0;18;14;18;16;8;70;5;2;5;2;2;3;2;5;2;1;5;1;4;2;2;2;2;3;2;5;4;2;5;3;2;9;9;22;22;11;97
AJS-4-espaguetis;Spain;4;2;4;3;3;3;1;4;2;3;5;1;5;3;3;3;2;4;3;5;3;2;5;3;2;19;1;14;8;20;22;14;94;4;1;4;3;2;3;1;5;3;2;3;1;4;3;3;3;1;4;3;5;3;1;5;3;2;12;5;18;22;15;98
EAR-11-Sushi;Spain;4;3;2;2;3;5;3;4;4;2;5;2;2;2;4;2;4;2;1;5;3;2;5;3;3;22;0;14;14;22;15;12;81;4;1;4;4;3;4;2;4;3;2;5;2;4;4;3;3;2;4;3;5;4;1;5;3;1;12;8;22;21;17;100
